"code","id","gcode","time","dtime","cycle","ens","lev","hs","hx","cx","hs_sw8","hs_sw2","hs_sea","hs_sea8","dp","dpm","dpm_sw8","dpm_sw2","dpm_sea","dpm_sea8","tp","tp_sw2","tp_sw8","tp_sea","tp_sea8","tm","tm_sw1","tm_sw2","tm_sea","tm_sea8","wsp","gst","wd","csp0","cd0","ss","sst","etmax","hs_ig","hs_fig","vis","tsp","swe","swe_sw","swe_sw2","swe_sea","hs_sw1","tp_sw1","dpm_sw1","swe_sw1","tmp","rh","cld","el","precip","cb","wsp50","wd50","wsp80","wd80","wsp100","wd100","row_id","tm01","tm02"
"example_0_0_0_735630.250000","example",0,"2015-01-31 06:00:00",735630.25,"2015-01-28 12:00:00",0,0,1.42193,2.64479,1.46459,0.95679,,0.835201,1.05187,,250.833,250.833,,2.5131,,12.8576,,12.8576,4.99341,,,,,,,4.382,5.29111,27.7513,0.134609,152.414,0.026617,20.7645,2.78427,,,5.97716,0,,,,,0.838095,8.58933,314.421,,20.5355,93.8048,100,,0.002699,9527.09,5.40229,23.3655,5.99146,18.7655,6.40356,16.2902,79780144,5.91398,5.07159
"example_0_0_0_735630.291667","example",0,"2015-01-31 07:00:00",735630.291667,"2015-01-28 12:00:00",0,0,1.44607,2.68969,1.48945,0.962632,,0.839872,1.0791,,251.639,251.639,,6.96478,,12.8135,,12.8135,4.97725,,,,,,,4.47537,5.40699,27.016,0.144283,153.624,0.033589,20.746,2.9445,,,5.83578,0,,,,,0.890058,8.52597,313.902,,20.5162,94.5708,100,,0,9073.14,5.43995,23.292,5.96489,19.2109,6.33653,16.725,79780145,5.87525,5.04405
"example_0_0_0_735630.333333","example",0,"2015-01-31 08:00:00",735630.333333,"2015-01-28 12:00:00",0,0,1.45147,2.69973,1.49501,0.972544,,0.829396,1.07746,,252.477,252.477,,8.31287,,12.7605,,12.7605,4.95941,,,,,,,4.22587,5.09764,35.1365,0.142742,146.957,0.034478,20.7305,2.94653,,,5.76161,0,,,,,0.823829,8.20506,317.8,,20.4999,94.9801,100,,0.062921,8750.43,5.09233,32.2894,5.48155,28.2324,5.76669,25.7688,79780146,5.97146,5.12452
"example_0_0_0_735630.375000","example",0,"2015-01-31 09:00:00",735630.375,"2015-01-28 12:00:00",0,0,1.45603,2.70821,1.49971,0.983828,,0.780514,1.07336,,254.347,254.347,,8.72833,,12.622,,12.622,5.01382,,,,,,,4.70838,5.69673,44.5928,0.134638,133.712,0.031051,20.7178,2.83196,,,5.81394,0,,,,,0.867747,8.15766,318.028,,20.475,94.6907,100,,0.026234,8396.8,5.52935,42.0128,5.83607,38.6788,6.05244,36.5209,79780147,6.05936,5.19941
"example_0_0_0_735630.416667","example",0,"2015-01-31 10:00:00",735630.416667,"2015-01-28 12:00:00",0,0,1.46946,2.73319,1.51354,0.999734,,0.725833,1.07695,,255.954,255.954,,8.91662,,11.996,,11.996,5.0452,,,,,,,5.04644,6.11855,44.2805,0.140001,121.529,0.027907,20.7052,2.49356,,,5.90925,0,,,,,0.922746,8.20993,315.786,,20.4772,94.1704,100,,0.09443,8713.76,5.92232,42.0782,6.27086,38.8921,6.52214,37.0836,79780148,6.11043,5.24335
"example_0_0_0_735630.458333","example",0,"2015-01-31 11:00:00",735630.458333,"2015-01-28 12:00:00",0,0,1.49671,2.78389,1.54161,1.01913,,0.708767,1.09614,,257.577,257.577,,8.30853,,11.544,,11.544,5.02753,,,,,,,4.89033,5.92355,44.3464,0.146199,108.797,0.050274,20.6932,2.00867,,,6.09549,0,,,,,0.977016,8.22264,315.66,,20.5089,93.1774,37.4429,,0.07477,,5.77139,41.9355,6.14957,38.9939,6.40657,37.1174,79780149,6.12142,5.26072
"example_0_0_0_735630.500000","example",0,"2015-01-31 12:00:00",735630.5,"2015-01-28 12:00:00",0,0,1.52251,2.83188,1.56819,1.03985,,0.639441,1.1121,,274.085,274.085,,11.6808,,10.9809,,10.9809,4.98386,,,,,,,5.34715,6.49521,35.7736,0.145504,98.6704,0.056559,20.6796,1.48742,,,6.21199,0,,,,,1.01542,8.03443,315.554,,20.5156,92.5716,85.1749,,0,9824.5,6.36361,33.3129,6.79845,30.8586,7.10009,29.4169,79780150,6.14845,5.28665
"example_0_0_0_735630.541667","example",0,"2015-01-31 13:00:00",735630.541667,"2015-01-28 12:00:00",0,0,1.55319,2.88893,1.59978,1.06153,,0.613512,1.13382,,275.068,275.068,,11.3155,,10.5578,,10.5578,4.97239,,,,,,,5.74718,6.99837,25.1087,0.12682,93.524,0.058809,20.6667,1.0542,,,6.29254,0,,,,,1.00952,7.51988,317.434,,20.5625,92.1594,100,,0.006011,5373.05,6.80733,23.299,7.2898,21.4755,7.624,20.2516,79780151,6.19198,5.33818
"example_0_0_0_735630.583333","example",0,"2015-01-31 14:00:00",735630.583333,"2015-01-28 12:00:00",0,0,1.59693,2.97028,1.64483,1.08446,,1.0061,1.17223,,276.131,276.131,,330.37,,10.3906,,10.3906,5.59872,,,,,,,6.07944,7.41811,18.6661,0.090403,91.2083,0.056207,20.6547,0.845774,,,6.03362,0,,,,,0.833731,10.2067,285.004,,20.5062,93.5039,100,,0.006389,3831.59,7.16004,17.4317,7.6535,15.956,7.99156,15.0999,79780152,6.16985,5.33327
"example_0_0_0_735630.625000","example",0,"2015-01-31 15:00:00",735630.625,"2015-01-28 12:00:00",0,0,1.65192,3.07257,1.70148,1.1089,,1.05663,1.22441,,277.39,277.39,,329.937,,10.291,,10.291,5.53671,,,,,,,6.46758,7.91054,16.6445,0.042845,101.734,0.065477,20.6436,1.13347,,,5.79298,0,,,,,0.884115,10.1802,284.584,,20.3741,94.8063,100,,0.505763,3685.87,7.52483,16.0102,7.97688,15.0074,8.27413,14.3877,79780153,6.15524,5.35332
"example_0_0_0_735630.666667","example",0,"2015-01-31 16:00:00",735630.666667,"2015-01-28 12:00:00",0,0,1.73852,3.23364,1.79068,1.12876,,1.34347,1.32225,,277.405,277.405,,318.869,,10.1649,,10.1649,7.90153,,,,,,,6.7428,8.26108,20.2049,0.037103,183.255,0.084265,20.633,1.62446,,,5.75581,0,,,,,0.900696,10.1109,284.487,,20.3566,95.0123,100,,0.33037,3524.72,7.82821,19.6442,8.28878,18.9051,8.5998,18.3756,79780154,6.01581,5.26702
"example_0_0_0_735630.708333","example",0,"2015-01-31 17:00:00",735630.708333,"2015-01-28 12:00:00",0,0,1.83046,3.40466,1.88538,1.14634,,1.44465,1.42706,,277.969,277.969,,318.908,,10.0442,,10.0442,7.82343,,,,,,,7.14062,8.76979,22.2447,0.091518,197.416,0.109742,20.6225,2.19115,,,5.72194,0,,,,,0.939012,10.0085,284.362,,20.3316,95.2012,69.9261,,0.458316,3151.54,8.26186,21.4716,8.72668,20.7925,9.05203,20.1886,79780155,5.90049,5.19994
"example_0_0_0_735630.750000","example",0,"2015-01-31 18:00:00",735630.75,"2015-01-28 12:00:00",0,0,1.93236,3.59418,1.99033,1.16643,,1.53551,1.5406,,288.903,288.903,,337.24,,9.94089,,9.94089,5.55957,,,,,,,8.42126,10.4235,17.5475,0.15671,190.78,0.104443,20.6118,2.68788,,,5.72634,0,,,,,1.00263,10.0079,284.04,,20.3739,95.1766,100,,0.460806,3463.76,9.74598,16.6317,10.2671,16.0029,10.602,15.6331,79780156,5.79212,5.13268
"example_0_0_0_735630.791667","example",0,"2015-01-31 19:00:00",735630.791667,"2015-01-28 12:00:00",0,0,1.97954,3.68194,2.03892,1.18156,,1.57777,1.58823,,288.68,288.68,,338.066,,9.75376,,9.75376,5.63549,,,,,,,9.74043,12.1527,11.8468,0.21701,180.412,0.121383,20.5997,2.99358,,,5.70174,0,,,,,1.03536,9.93481,285.799,,20.2664,95.3144,100,,0.651148,2049.93,11.1949,11.2982,11.7382,10.8581,12.1005,10.5068,79780157,5.79332,5.13723
"example_0_0_0_735630.833333","example",0,"2015-01-31 20:00:00",735630.833333,"2015-01-28 12:00:00",0,0,1.98407,3.69037,2.04359,1.19308,,1.55395,1.58527,,288.47,288.47,,322.161,,9.59595,,9.59595,7.30113,,,,,,,11.2464,14.1587,9.01358,0.267971,170.411,0.10537,20.5723,3.05531,,,5.59455,0,,,,,1.08396,9.84053,285.583,,19.9285,95.9216,100,,0.800192,1465.16,12.8553,8.74786,13.3878,8.45679,13.7121,8.25909,79780158,5.80696,5.13808
"example_0_0_0_735630.875000","example",0,"2015-01-31 21:00:00",735630.875,"2015-01-28 12:00:00",0,0,2.01011,3.7388,2.07041,1.20235,,1.59236,1.61086,,288.399,288.399,,328.69,,9.49857,,9.49857,6.15036,,,,,,,12.5435,15.9137,10.8848,0.291716,160.908,0.124713,20.5329,3.03242,,,5.45035,0,,,,,1.02251,9.76905,285.424,,19.6328,96.7573,100,,1.31382,804.65,14.2073,10.94,14.6952,10.7851,14.995,10.6956,79780159,5.81393,5.15726
"example_0_0_0_735630.916667","example",0,"2015-01-31 22:00:00",735630.916667,"2015-01-28 12:00:00",0,0,2.02062,3.75835,2.08124,1.20891,,1.59664,1.61908,,288.269,288.269,,329.168,,9.43426,,9.43426,6.47418,,,,,,,13.0771,16.643,14.8172,0.316573,149.3,0.108956,20.5464,2.79612,,,4.42705,0,,,,,1.09734,9.71175,285.283,,19.3054,97.4245,100,,5.87688,1633.41,14.6973,14.9433,15.197,14.7359,15.5319,14.5753,79780160,5.8065,5.15276
"example_0_0_0_735630.958333","example",0,"2015-01-31 23:00:00",735630.958333,"2015-01-28 12:00:00",0,0,2.01154,3.74147,2.07189,1.21202,,1.53095,1.6054,,288.182,288.182,,329.365,,9.39272,,9.39272,6.22298,,,,,,,11.9779,15.1453,23.3798,0.358882,136.246,0.071557,20.5899,2.356,,,5.33213,0,,,,,1.17798,9.53538,286.898,,19.3397,97.459,100,,3.4522,1333.67,13.4356,23.4331,13.8776,23.1358,14.1768,22.9035,79780161,5.8091,5.14494
"example_0_0_0_735631.000000","example",0,"2015-02-01 00:00:00",735631,"2015-01-28 12:00:00",0,0,1.9939,3.70866,2.05372,1.21409,,1.52112,1.58166,,288.134,288.134,,322.991,,9.35774,,9.35774,6.93457,,,,,,,12.2982,15.5798,28.7783,0.387839,124.087,0.092491,20.6253,1.81318,,,5.33397,0,,,,,1.16077,9.50448,286.709,,19.3232,97.448,100,,2.91882,1059.27,13.795,28.749,14.2352,28.4799,14.5381,28.2719,79884986,5.83667,5.16138
"example_0_0_0_735631.041667","example",0,"2015-02-01 01:00:00",735631.041667,"2015-01-28 12:00:00",0,0,1.97746,3.67808,2.03678,1.21643,,1.40902,1.55905,,288.095,288.095,,342.654,,9.33054,,9.33054,5.71164,,,,,,,11.557,14.5766,34.2951,0.395123,114.145,0.086359,20.6593,1.29568,,,5.31561,0,,,,,1.27166,9.47738,286.569,,19.3071,97.5583,100,,1.08869,762.308,12.8962,34.0793,13.2729,33.5809,13.5414,33.3344,79884987,5.87114,5.18389
"example_0_0_0_735631.083333","example",0,"2015-02-01 02:00:00",735631.083333,"2015-01-28 12:00:00",0,0,1.97516,3.6738,2.03442,1.21901,,1.40414,1.55412,,288.131,288.131,,342.265,,9.30067,,9.30067,5.64665,,,,,,,11.0056,13.8356,34.9826,0.376445,105.997,0.039888,20.6829,0.933427,,,5.4161,0,,,,,1.27361,9.4535,286.465,,19.4066,96.959,100,,0.595712,510.012,12.2593,34.6008,12.6333,34.0317,12.8872,33.6922,79884988,5.89137,5.2059
"example_0_0_0_735631.125000","example",0,"2015-02-01 03:00:00",735631.125,"2015-01-28 12:00:00",0,0,1.99907,3.71826,2.05904,1.22208,,1.38539,1.58202,,288.201,288.201,,341.927,,9.26604,,9.26604,5.71468,,,,,,,10.4182,13.0513,33.0711,0.324865,99.1594,0.103318,20.6886,0.979297,,,5.37217,0,,,,,1.33217,9.43288,286.368,,19.6175,97.2196,100,,1.05974,422.646,11.6677,32.3462,12.0729,31.5941,12.3497,31.1194,79884989,5.8931,5.22181
"example_0_0_0_735631.166667","example",0,"2015-02-01 04:00:00",735631.166667,"2015-01-28 12:00:00",0,0,2.02206,3.76102,2.08272,1.22676,,1.35959,1.60741,,288.219,288.219,,342.289,,9.22939,,9.22939,5.77779,,,,,,,9.80803,12.242,27.1496,0.263891,95.111,0.058659,20.6717,1.38536,,,5.43808,0,,,,,1.39181,9.41047,286.315,,19.9274,96.8294,100,,1.64363,848.288,11.1781,26.0791,11.796,25.2734,12.2066,24.6875,79884990,5.89263,5.23093
"example_0_0_0_735631.208333","example",0,"2015-02-01 05:00:00",735631.208333,"2015-01-28 12:00:00",0,0,2.01212,3.74253,2.07248,1.23234,,1.35573,1.59058,,288.319,288.319,,344.178,,9.18999,,9.18999,5.87284,,,,,,,9.93429,12.409,16.5215,0.203908,94.8371,0.077801,20.6406,1.93124,,,5.54556,0,,,,,1.37931,9.39712,286.288,,20.1789,96.2031,97.6593,,0.118313,,11.5027,15.3786,12.2559,14.6276,12.7593,14.1782,79884991,5.94249,5.26275
"example_0_0_0_735631.250000","example",0,"2015-02-01 06:00:00",735631.25,"2015-01-28 12:00:00",0,0,1.99925,3.71861,2.05923,1.23862,,1.34793,1.56934,,288.496,288.496,,345.224,,9.16803,,9.16803,6.11147,,,,,,,10.4901,13.1471,4.7674,0.15575,102.025,0.090957,20.6099,2.47017,,,5.6444,0,,,,,1.36738,9.39012,286.246,,20.3659,95.6378,45.0576,,0.150221,,12.0492,3.95248,12.6801,3.53574,13.0733,3.21234,79884992,6.00937,5.3132
"example_0_0_0_735631.291667","example",0,"2015-02-01 07:00:00",735631.291667,"2015-01-28 12:00:00",0,0,1.97795,3.67898,2.03729,1.24374,,1.2915,1.53798,,288.518,288.518,,344.872,,9.15076,,9.15076,6.44573,,,,,,,9.62898,12.0056,353.299,0.131547,117.589,0.072126,20.5767,2.86288,,,5.66886,0,,,,,1.38825,9.37724,286.277,,20.4141,95.4994,25.862,,0.077165,,11.0114,352.653,11.5423,352.208,11.8867,351.842,79884993,6.09889,5.3847
"example_0_0_0_735631.333333","example",0,"2015-02-01 08:00:00",735631.333333,"2015-01-28 12:00:00",0,0,1.95347,3.63346,2.01208,1.24725,,1.24514,1.50347,,288.635,288.635,,345.092,,9.1438,,9.1438,6.71847,,,,,,,8.30454,10.2718,347.016,0.126825,133.868,0.09919,20.5447,3.01416,,,5.54833,0,,,,,1.40421,9.36631,286.319,,20.416,96.1871,44.899,,0.111018,,9.52193,346.349,10.0192,345.701,10.3507,345.326,79884994,6.18712,5.45924
"example_0_0_0_735631.375000","example",0,"2015-02-01 09:00:00",735631.375,"2015-01-28 12:00:00",0,0,1.92419,3.57899,1.98191,1.25158,,1.20208,1.46152,,288.845,288.845,,345.096,,9.15594,,9.15594,6.83866,,,,,,,7.61516,9.3797,339.134,0.13572,142.3,0.117595,20.5222,3.01436,,,5.52232,0,,,,,1.40003,9.36347,286.249,,20.4246,96.3375,28.2027,,0.100503,,8.81881,338.474,9.33404,337.813,9.68092,337.506,79884995,6.27706,5.53495
"example_0_0_0_735631.416667","example",0,"2015-02-01 10:00:00",735631.416667,"2015-01-28 12:00:00",0,0,1.90038,3.5347,1.95739,1.25348,,0,1.42836,,288.671,288.671,,,,9.17391,,9.17391,,,,,,,,7.0211,8.6167,334.57,0.160793,141.767,0.045003,20.509,2.86873,,,5.50583,0,,,,,1.38198,9.38275,286.229,,20.4702,96.4332,25.862,,1.151,,8.24429,333.852,8.76103,333.188,9.13101,332.627,79884996,6.34814,5.59438
"example_0_0_0_735631.458333","example",0,"2015-02-01 11:00:00",735631.458333,"2015-01-28 12:00:00",0,0,1.87267,3.48317,1.92885,1.25359,,0,1.39119,,288.572,288.572,,,,9.19209,,9.19209,,,,,,,,7.1202,8.74362,331.02,0.20191,135.628,0.085911,20.4985,2.4837,,,5.64706,0,,,,,1.37823,9.37843,286.241,,20.5063,95.6227,44.899,,0.866329,,8.35013,330.729,8.92192,330.181,9.30674,329.936,79884997,6.42865,5.66378
"example_0_0_0_735631.500000","example",0,"2015-02-01 12:00:00",735631.5,"2015-01-28 12:00:00",0,0,1.85104,3.44293,1.90657,1.25429,,0,1.36129,,288.641,288.641,,,,9.21728,,9.21728,,,,,,,,7.09375,8.70972,332.125,0.257847,128.626,0.087382,20.4888,1.94755,,,5.76302,0,,,,,1.37002,9.37744,286.154,,20.4749,94.9722,25.862,,2.83287,,8.29159,332.054,8.81798,331.725,9.17914,331.525,79884998,6.4894,5.7169
"example_0_0_0_735631.541667","example",0,"2015-02-01 13:00:00",735631.541667,"2015-01-28 12:00:00",0,0,1.83242,3.4083,1.88739,1.25422,,0.273359,1.33593,,288.362,288.362,,288.215,,9.24364,,9.24364,2.59018,,,,,,,7.14043,8.76954,334.75,0.304668,123.212,0.087986,20.4787,1.38643,,,5.82017,0,,,,,1.33608,9.38528,286.096,,20.5145,94.6565,60.5276,,3.58794,8643.55,8.2948,334.697,8.80793,334.445,9.16163,334.22,79884999,6.53427,5.75228
"example_0_0_0_735631.583333","example",0,"2015-02-01 14:00:00",735631.583333,"2015-01-28 12:00:00",0,0,1.81599,3.37775,1.87048,1.25364,,0,1.31386,,288.143,288.143,,,,9.26826,,9.26826,,,,,,,,7.06861,8.67753,339.498,0.327525,119.356,0.07557,20.4665,0.940565,,,5.71396,0,,,,,1.35298,9.37958,286.082,,20.5164,95.2458,64.8978,,3.5072,8819.13,8.32501,339.351,8.90074,339.016,9.28572,338.842,79885000,6.58289,5.79345
"example_0_0_0_735631.625000","example",0,"2015-02-01 15:00:00",735631.625,"2015-01-28 12:00:00",0,0,1.8039,3.35526,1.85802,1.25334,,0,1.29739,,288.094,288.094,,,,9.29401,,9.29401,,,,,,,,7.5034,9.23575,345.42,0.338454,115.088,0.130973,20.4501,0.802107,,,5.79487,0,,,,,1.3514,9.38454,286.026,,20.5543,94.7959,100,,3.26981,8619.91,8.8441,345.105,9.44838,344.649,9.85605,344.364,79885001,6.61654,5.82553
"example_0_0_0_735631.666667","example",0,"2015-02-01 16:00:00",735631.666667,"2015-01-28 12:00:00",0,0,1.79311,3.33518,1.8469,1.25365,,0.304104,1.28203,,287.733,287.733,,289.456,,9.32345,,9.32345,2.89821,,,,,,,8.21476,10.1552,345.528,0.326791,107.964,0.101013,20.4239,1.1561,,,5.87934,1,,,,,1.31966,9.39092,285.969,,20.5959,94.3328,52.1782,,1.45344,5756.91,9.69155,345.257,10.3239,344.859,10.7435,344.648,79885002,6.65548,5.85723
"example_0_0_0_735631.708333","example",0,"2015-02-01 17:00:00",735631.708333,"2015-01-28 12:00:00",0,0,1.78387,3.31801,1.83739,1.25437,,0,1.26837,,287.418,287.418,,,,9.35881,,9.35881,,,,,,,,8.72513,10.8195,346.536,0.307271,100.608,0.123304,20.3948,1.70901,,,5.97887,1,,,,,1.3502,9.39927,285.93,,20.633,93.7956,22.8392,,0.576921,,10.2149,346.236,10.8455,345.785,11.2344,345.512,79885003,6.70966,5.91209
"example_0_0_0_735631.750000","example",0,"2015-02-01 18:00:00",735631.75,"2015-01-28 12:00:00",0,0,1.77116,3.29436,1.8243,1.25592,,0,1.24887,,287.273,287.273,,,,9.39969,,9.39969,,,,,,,,8.81277,10.934,345.774,0.284682,96.0107,0.104847,20.3641,2.3168,,,6.18252,0,,,,,1.3667,9.33045,285.832,,20.6826,92.7238,10,,0.123555,,10.2595,345.521,10.8349,345.224,11.2178,345.001,79885004,6.78522,5.99065
"example_0_0_0_735631.791667","example",0,"2015-02-01 19:00:00",735631.791667,"2015-01-28 12:00:00",0,0,1.7655,3.28384,1.81847,1.25948,,0,1.23722,,286.711,286.711,,,,9.44348,,9.44348,,,,,,,,8.36811,10.3544,344.73,0.264772,93.5775,0.113417,20.3452,2.82525,,,6.18265,0,,,,,1.34192,9.37631,285.668,,20.6122,92.7231,10,,0.111296,,9.6914,344.387,10.2404,344.294,10.6219,344.168,79885005,6.83502,6.04032
"example_0_0_0_735631.833333","example",0,"2015-02-01 20:00:00",735631.833333,"2015-01-28 12:00:00",0,0,1.76292,3.27903,1.81581,1.26383,,0,1.22907,,286.182,286.182,,,,9.4966,,9.4966,,,,,,,,8.09164,9.9955,340.818,0.24635,90.0102,0.121162,20.3485,3.11211,,,6.27594,0,,,,,1.34941,9.3865,285.49,,20.6205,92.2439,10,,0.08756,,9.43516,340.427,9.98118,340.203,10.364,340.098,79885006,6.87895,6.0894
"example_0_0_0_735631.875000","example",0,"2015-02-01 21:00:00",735631.875,"2015-01-28 12:00:00",0,0,1.76371,3.28049,1.81662,1.269,,0,1.22486,,285.889,285.889,,,,9.56099,,9.56099,,,,,,,,8.83491,10.9629,335.763,0.233131,84.3357,0.105053,20.3748,3.14992,,,6.29634,0,,,,,1.37341,9.33365,284.219,,20.6016,92.14,12.4844,,0.752094,,10.2829,335.547,10.8318,335.4,11.2159,335.341,79885007,6.89066,6.09595
"example_0_0_0_735631.916667","example",0,"2015-02-01 22:00:00",735631.916667,"2015-01-28 12:00:00",0,0,1.77282,3.29745,1.82601,1.27634,,0.92022,1.23039,,285.207,285.207,,337.191,,9.61614,,9.61614,6.963,,,,,,,8.75702,10.8611,336.122,0.234015,79.7064,0.129445,20.4156,3.10057,,,6.28279,0,,,,,1.38266,9.34648,283.717,,20.6045,92.209,10,,0.022338,,10.1705,336.082,10.7384,335.911,11.1252,335.908,79885008,6.84999,6.03908
"example_0_0_0_735631.958333","example",0,"2015-02-01 23:00:00",735631.958333,"2015-01-28 12:00:00",0,0,1.79288,3.33476,1.84667,1.28421,,0.931926,1.25109,,284.508,284.508,,337.386,,9.67209,,9.67209,6.91256,,,,,,,8.79456,10.9102,338.657,0.251071,73.8801,0.131476,20.4668,2.79881,,,6.25256,1,,,,,1.39432,9.35746,283.173,,20.6356,92.3633,42.5583,,0.585562,,10.2916,338.576,10.9223,338.344,11.3458,338.346,79885009,6.739,5.91331
"example_0_0_0_735632.000000","example",0,"2015-02-02 00:00:00",735632,"2015-01-28 12:00:00",0,0,1.8234,3.39153,1.8781,1.29209,,0.959211,1.28659,,283.935,283.935,,333.157,,9.73509,,9.73509,7.08467,,,,,,,9.45799,11.7803,337.845,0.273,66.6617,0.130012,20.5272,2.28887,,,6.19011,1,,,,,1.41194,9.36963,283.431,,20.6081,92.6845,44.899,,0.297061,,11.0365,337.664,11.6698,337.536,12.0978,337.419,79988180,6.58631,5.75708
"example_0_0_0_735632.041667","example",0,"2015-02-02 01:00:00",735632.041667,"2015-01-28 12:00:00",0,0,1.86693,3.47249,1.92294,1.29879,,0.883328,1.3411,,282.839,282.839,,338.267,,9.75071,,9.75071,7.01018,,,,,,,9.75946,12.1778,336.639,0.280444,59.8802,0.11494,20.5928,1.69013,,,6.23266,1,,,,,1.50701,9.33328,282.706,,20.652,92.4653,42.5583,,0.745322,,11.3785,336.275,12.0335,336.179,12.4684,335.978,79988181,6.42086,5.60972
"example_0_0_0_735632.083333","example",0,"2015-02-02 02:00:00",735632.083333,"2015-01-28 12:00:00",0,0,1.91384,3.55974,1.97125,1.30508,,1.79046,1.39983,,281.871,281.871,,284.517,,9.77417,,9.77417,9.29614,,,,,,,10.3493,12.9595,335.821,0.262536,54.0597,0.165351,20.6523,1.1487,,,6.25644,1,,,,,0.62362,11.3636,243.157,,20.6279,92.3434,30.0739,,0.581518,,12.0224,335.621,12.6888,335.336,13.1386,335.156,79988182,6.2997,5.51692
"example_0_0_0_735632.125000","example",0,"2015-02-02 03:00:00",735632.125,"2015-01-28 12:00:00",0,0,1.96166,3.64868,2.02051,1.3138,,1.83844,1.45672,,281.346,281.346,,283.774,,9.83568,,9.83568,9.30416,,,,,,,10.7172,13.4499,337.415,0.213355,47.7884,0.099376,20.6854,0.8044,,,6.17081,1,,,,,0.632446,11.3168,243.521,,20.6347,92.7845,42.5583,,0,,12.4541,337.259,13.1384,336.941,13.589,336.783,79988183,6.21605,5.46107
"example_0_0_0_735632.166667","example",0,"2015-02-02 04:00:00",735632.166667,"2015-01-28 12:00:00",0,0,1.99965,3.71934,2.05964,1.32076,,1.87753,1.50139,,280.387,280.387,,283.022,,9.81972,,9.81972,9.2997,,,,,,,10.894,13.6862,338.312,0.139307,39.633,0.143467,20.7035,0.97488,,,6.12228,1,,,,,0.646061,11.2236,244.383,,20.6553,93.0371,10,,0.006011,,12.6459,338.022,13.3534,337.769,13.8251,337.515,79988184,6.1667,5.42455
"example_0_0_0_735632.208333","example",0,"2015-02-02 05:00:00",735632.208333,"2015-01-28 12:00:00",0,0,2.03104,3.77774,2.09197,1.32614,,1.02063,1.53834,,279.447,279.447,,346.494,,9.79937,,9.79937,6.47163,,,,,,,10.4755,13.1276,334.79,0.052465,28.6574,0.133089,20.701,1.45372,,,6.22322,1,,,,,1.7423,9.83834,277.879,,20.626,92.5138,0,,0,,12.1241,334.344,12.807,333.916,13.2643,333.707,79988185,6.145,5.41839
"example_0_0_0_735632.250000","example",0,"2015-02-02 06:00:00",735632.25,"2015-01-28 12:00:00",0,0,2.04374,3.80136,2.10505,1.33175,,1.02687,1.55027,,278.672,278.672,,346.926,,9.798,,9.798,6.43596,,,,,,,9.92846,12.4013,329.802,0.037283,207.195,0.142102,20.6718,2.04956,,,6.13938,1,,,,,1.74451,9.88353,276.322,,20.6067,92.9479,10,,0.005931,,11.4848,329.208,12.1213,328.805,12.5636,328.542,79988186,6.15141,5.42161
"example_0_0_0_735632.291667","example",0,"2015-02-02 07:00:00",735632.291667,"2015-01-28 12:00:00",0,0,2.04263,3.79929,2.10391,1.33509,,0.994909,1.54592,,277.73,277.73,,351.588,,9.7624,,9.7624,6.39535,,,,,,,9.67554,12.067,328.124,0.118688,194.004,0.145358,20.6287,2.60399,,,6.09647,1,,,,,1.78285,9.84162,275.421,,20.5561,93.1723,0,,0,,11.1979,327.646,11.814,327.1,12.2167,326.841,79988187,6.18212,5.44652
"example_0_0_0_735632.333333","example",0,"2015-02-02 08:00:00",735632.333333,"2015-01-28 12:00:00",0,0,2.03593,3.78684,2.09701,1.33663,,0.954572,1.53572,,276.838,276.838,,347.22,,9.72485,,9.72485,6.42427,,,,,,,9.45315,11.7739,328.463,0.176931,184.962,0.1677,20.5957,2.97619,,,6.04861,1,,,,,1.79722,9.79803,274.564,,20.5571,93.4245,0,,0,,10.9506,327.956,11.5728,327.421,11.9588,326.973,79988188,6.20717,5.46347
"example_0_0_0_735632.375000","example",0,"2015-02-02 09:00:00",735632.375,"2015-01-28 12:00:00",0,0,2.04011,3.7946,2.10131,1.33742,,1.98186,1.54057,,276.048,276.048,,276.048,,9.69578,,9.69578,9.69578,,,,,,,9.51906,11.8607,327.148,0.212229,174.765,0.167699,20.571,3.08055,,,5.94552,1,,,,,0.479724,13.6401,243.889,,20.5321,93.9746,0,,0,,11.0109,326.695,11.6236,326.208,12.0204,325.81,79988189,6.19706,5.45819
"example_0_0_0_735632.416667","example",0,"2015-02-02 10:00:00",735632.416667,"2015-01-28 12:00:00",0,0,2.05216,3.81701,2.11372,1.33439,,2.00743,1.55909,,275.021,275.021,,275.021,,9.63626,,9.63626,9.63626,,,,,,,9.56855,11.9259,328.573,0.241212,161.808,0.15644,20.5537,3.07148,,,6.03883,1,,,,,0.421736,13.8247,243.859,,20.4921,93.4763,30.9533,,0.204461,,11.0262,328.217,11.5765,327.722,11.9534,327.315,79988190,6.1737,5.44826
"example_0_0_0_735632.458333","example",0,"2015-02-02 11:00:00",735632.458333,"2015-01-28 12:00:00",0,0,2.07686,3.86296,2.13916,1.3299,,2.04953,1.59521,,274.103,274.103,,271.169,,9.58982,,9.58982,9.6242,,,,,,,9.55553,11.9087,330.141,0.272205,146.585,0.166173,20.5418,2.85422,,,6.44164,0,,,,,0.241127,13.468,245,,20.5033,91.41,0,,0,,11.0247,329.693,11.5981,329.078,12.0019,328.812,79988191,6.12528,5.42258
